user_id,firstname,lastname,test-loc_lat,test-loc_long,test-med
6,Aditya,Mishra,18.5790385,73.7808686,https://tinyurl.com/23eko4da
6,Aditya,Mishra,18.5790385,73.7808686,https://tinyurl.com/2yzby87a
6,Aditya,Mishra,18.5790385,73.7808686,https://tinyurl.com/2yq7q2fb
